Acinar_cell	B_cell	Ductal_cell_type_1	Ductal_cell_type_2	Endocrine_cell	Endothelial_cell	Fibroblast_cell	Macrophage_cell	Stellate_cell	T_cell
RP4-798A10.2	164911.44	28142.1375	221728.31	1131615.275	190178.8625	117003.3775	823453.4475	144098.105	111715.765	62787.285
RP4-798A10.7	1085966.06	90117.6175	840270.7	6812036.7975	2314660.48	79962.9	1419783.8225	124368.5625	249874.895	32761.0425
NBPF1	8241092.2475	178218.79	6296434.7325	21738028.6225	5126578.93	1929767.95	38437334.04	1767012.5625	3469240.6775	241388.835
CROCCP2	6632941.6675	513967.72	3596143.9275	17502079.6725	3040595.7975	1182838.09	13936905.4725	1336879.685	3126913.44	514226.4725
CROCC	7084659.5925	161506.7325	4145854.5575	10564366.9475	2378725.0325	774087.465	28392906.945	603167.095	2229916.3525	256312.71
RP11-108M9.4	29438472.89	1034413.3475	12279801.9525	65763295.8175	8260476.505	3551276.91	40504298.6275	6366800.05	6746256.2075	554589.4175
RP11-108M9.6	664816.285	63705.7125	317448.875	1836308.795	290975.6925	69128.845	849071.98	132631.845	227287.08	75511.6975
MFAP2	14533981.6	139741.6425	3116914.855	12221268.195	2602059.96	1881565.2825	316703957.0275	860680.6675	6053879.765	303112.5275
ATP13A2	8986913.3525	282795.6425	3162136.405	22553061.38	2798903.835	1712291.185	12650860.2575	1157285.23	1823239.2875	385117.43
SDHB	36285664.99	3188553.0825	16496546.4425	126329376.735	12926450.2725	4221015.6875	84697643.3275	16064893.01	21224719.085	2274823.6125
PADI2	3743349.095	58143.4875	744042.7	3321414.8025	866745.05	73242.7975	1002006.2225	2777860.67	350985.6875	36791.65
PADI1	911401.4525	72752.75	312521.815	14977229	1104330.455	146134.69	3385897.8225	523777.3425	478569.4425	187254.495
PADI4	0	104335.24	8150.415	133853.2	147957.7875	9563.15	318186.0825	180787.8	39371.0625	67662.26
RCC2	11652895.1375	1420997.425	7666166.115	56352899.2475	4502841.145	2898559.1075	29733348.18	6359976.29	5149158.0575	741838.7225
ARHGEF10L	9882276.3325	121840.1975	5724203.035	25612729.77	4980693.5225	372215.065	11094267.2575	2218660.515	2911275.5975	182142.655
IGSF21	83352.71	9456.3875	104903.9125	311563.8825	628395.45	13955.1575	678778.61	708129.29	103491.21	8462.82
KLHDC7A	915369.47	19319.735	1156474.16	4172446.1775	383636.2025	20477.95	323798.3275	17913.6775	47407.4425	22072.37
ALDH4A1	834130.5625	89075.6975	1017489.6025	4969877.25	874865.3175	197474.5175	2797157.6275	395829.4875	995083.39	57796.9275
IFFO2	6583666.5375	82635.515	5561135.57	7580351.36	871314.04	647318.365	4622700.02	427121.7875	1098086.0775	156807.9525
UBR4	14528511.105	780045.595	8280166.3275	86710668.815	7530655.1925	2757963.88	37696201.26	4655604.1625	6308246.79	664675.5625
RP1-43E13.2	1499005.92	76738.265	544922.3925	2554959	766492.0625	222093.7475	3843073.995	249098.3	565482.5725	89933.925
EMC1	3823218.6025	254878.3225	3112023.4825	19775699.285	3143821.98	1135037.23	23666210.68	1931985.3625	3935771.9	291372.22
MRTO4	11066742.5975	1552405.4075	5116443.98	43017683.2075	3713251.1625	2198101.39	35925198.4725	4306009.735	8635424.785	929387.585
AKR7A3	35103599.4425	97845.775	2553159.345	145975729.1575	2501658.04	305778.5025	5188047.02	661579.1925	1000488.7825	149580.32
AKR7A2	27027182.36	2044142.945	15371782.98	94154190.2575	16262068.1725	2815273.3525	102614340.21	6930698.4875	14672102.645	1639350.1575
PQLC2	3810261.51	293899.27	2057318.6275	14565601.5375	2556685.34	541532.935	12078305.5025	1590931.385	1723636.55	214922.86
CAPZB	56701647.495	12649438.9775	36266331.695	303188572.265	35128544.21	15368075.485	572023733.7325	52056901.9425	77811216.3275	12127899.37
MINOS1-NBL1	245464.75	21241.575	221147.165	908340.9275	98897.4775	20931.695	394890.98	63080.4425	120826.61	17669.9525
MINOS1	102208555.8975	10165898.3925	70036731.1225	531229842.6875	58170692.6075	17743818.0225	448588666.06	51376525.0375	93566709.52	8975328.695
NBL1	10137495.74	433767.2375	8454174.6725	240134356.3075	11366072.615	4506611.9225	990629408.0925	3486440.535	38877667.3175	1397062.3175
TMCO4	4566566	273708.225	3226111.975	18214781.3575	1536916.2	407122.1025	7281105.935	979767.4825	1429330.71	290454.4825
RNF186	11959615.335	18938.605	555652.755	29310354.2675	1063334.9775	61374.5025	675846.605	71816.035	220391.06	13547.0625
OTUD3	2233384.275	82363.8325	1277842.875	8806791.895	2035709.4	388894.0975	5054411.615	411288.86	904084.9425	118031.805
PLA2G2A	14377480.6775	197166.5725	1782612.365	15356130.71	3276906.75	794820.475	817032329.4425	1353090.565	9186002.125	317355.615
PLA2G5	419249.7875	3066.0525	90282.21	368016.7275	382288.505	42766.5725	9123259.7275	44929.35	2366168.2925	8491.4375
RP3-340N1.2	167118.3225	6461.23	166895.755	7780011.935	47945.0375	28086.6475	451442.815	162425.5825	72866.1225	16106.86
UBXN10-AS1	168232.0025	18809.155	213475.7325	1889017.045	819314.005	26234.06	3703131.7575	94897.6875	361531.2075	89492.5525
UBXN10	580457.0125	12691.7	925990.6425	11224971.31	1785126.9925	58939.055	3397024.6325	165397.26	403764.67	27716.875
CAMK2N1	7990395.4275	274952.575	11071200.0475	430230874.6575	51411251.46	1310448.7275	94862728.745	2458313.86	46659455.025	647850.92
MUL1	4896340.5475	482924.1225	4078338.685	21836885.045	3000937.9775	1140646.3925	19296754.165	1613138.06	3234859.1525	432650.2875
FAM43B	0	0	48960.105	195382.5075	47139.2525	152078.96	4142601.4675	25681.135	265580.21	10691.61
CDA	1830629.86	82802.2075	1084605.15	98873748.56	2224449.075	4407591.8225	13410511.9225	3066875.0625	1432224.34	191124.7375
PINK1	14698420.955	247204.405	8212960.9125	48070681.335	8357312.1475	6518127.4125	39067535.8375	2151740.5525	7888010.285	348598.3175
PINK1-AS	830363.5325	50975.54	393146.3	2285754.3975	242010.6625	114130.2425	2367792.9	302941.075	551509.975	101688.015
DDOST	45654301.9825	2632096.3625	19461038.525	118985630.5225	18478658.6025	4588493.8625	136433068.1125	12299563.845	19400899.965	3156985.065
KIF17	329639.77	26153.55	168979.22	496757.6925	578769.035	1486992.59	930465.49	609103.29	991139.2325	33517.9575
HP1BP3	42659646.635	3043179.755	23452463.575	139202408.72	21161879.6825	8808104.445	143246637.54	10974443.3425	29065798.1	3564993.885
RP5-930J4.4	167314.6975	14985.7475	74277.66	223690.455	0	15403.3975	211512.4	4454.8375	54000.7875	3686.94
EIF4G3	6825342.205	571550.92	4524159.6	32993257.2725	6716666.7025	3650600.2975	43466129.12	3495899.975	7084688.8225	575802.525
ECE1	31622695.205	595499.7675	5974023.25	67261958.8925	11489509.8925	12270774.225	36621159.185	1960560.9175	23612181.7275	755027.26
NBPF3	496715.9	25555.55	475063.0225	1643135.355	387521.665	108985.145	1741067.3625	69679.385	322301.955	47960.535
ALPL	500739.57	140105.365	213748.005	1125376.215	482575.385	2956077.38	7049608.6525	145055.5325	297384.29	39273.7125
RAP1GAP	23410205.7	121714.14	11433956.1025	32702638.1975	6118854.9225	411712.22	4830205.1825	670633.1675	1219789.6625	124918.8625
USP48	11659577.44	1851958.9875	6844666.9	49324734.505	8057463.14	2278166.475	40804773.8225	3828792.785	7424631.28	1525907.4575
LDLRAD2	497968.4725	30461.7525	259189.8475	1010542.465	245288.285	283115.9225	1635681.965	105831.785	310760.23	38121.185
HSPG2	42995807.645	1161596.765	19130546.975	120899582.0875	29372818.8875	69914791.6725	249743051.43	6448156.5525	19552682.7	1846177.925
LINC00339	7072046.8225	203780.2325	1414216.3725	6076398.345	1592098.035	357950.8475	6357883.44	642445.1125	1102688.4325	149902.9725
CDC42	110413445.4375	8126552.5175	55226025.3525	472081065.68	53050445.7475	26736851.09	347959053.3225	61545503.7625	68747426.3625	9853094.45
RP1-224A6.9	246896.675	2523.705	48399.6525	233090.955	97828.9075	17554.8375	291804.63	22094.745	31081.5525	8760.865
WNT4	910121.285	12488.825	499900.065	3124887.0875	8564778.2525	50474.63	6737232.105	104756.3875	260001.1725	29358.87
ZBTB40	2824827.665	129901.43	1461993.655	6019664.7875	1930296.415	439834.925	5990665.0325	596338.205	1433489.0425	239647.8525
EPHA8	247610.0575	0	24763.4825	862399.045	484452.2675	4443.9425	0	5096.11	7876.57	2124.6975
C1QA	17175066.4525	830731.9675	6347271.9025	29116014.735	15644670.67	2563280.255	38481869.2875	227538489.5925	20980821.15	1322214.055
C1QC	8623549.2375	326014.65	3115185.205	11749604.145	6611139.34	1252901.9525	16199164.02	186066624.4575	14023920.145	512371.395
C1QB	18445996.255	795683.3975	5710933.0675	25027020.9825	14045502.3575	2493697.4875	33348153.4625	233929453.7425	20664679.57	1106030.34
EPHB2	2494344.06	9998.86	3675821.9275	11310889.7125	574552.6125	70930.465	10440045.915	1000058.3325	376394.2425	31723.815
KDM1A	9377963.6	723305.73	4927842.84	28779364.0675	4681876.915	1509491.5725	27508477.2225	1806871.76	3411302.555	290173.625
LUZP1	7057401.6025	307419.3475	5880475.955	44994483.5	3236831.8325	10131738.1125	60009076.37	3595099.94	8304607.695	1102779.84
HTR1D	0	2868.5975	40602.3525	5555081.825	49758.455	14517.305	477215.9425	17748.775	31835.0475	9321.255
RP5-1057J7.6	2833521.795	294919.025	2502184.0825	9724129.9375	2070052.525	460127.2025	8618996.6025	369419.7825	1615262.7325	205374.375
HNRNPR	32855515.67	5879109.49	21750024.575	144272787.7625	19083194.6625	8501226.91	146750257.04	13641781.3125	34242469.6575	4345355.255
ZNF436	4063679.7425	30497.5425	1700460.6975	5761877.5625	1395120.535	1775088.62	10692795.1825	316978.3275	942495.1675	99750.06
C1orf213	914063.065	52224.4875	820206.5575	4313661.7475	1056699.045	130332.145	6755424.695	211053.6425	798416.565	28058.1725
RP5-1057J7.7	906244.4875	0	358711.9425	783611.06	145537.785	12381.8825	319324.3425	9044.14	60759.81	6700.9225
TCEA3	84877250.5225	93046.2225	34515848.575	79609104.9125	6928404.6075	964920.7675	46058168.7275	943741.635	5118429.6575	195269.1125
ASAP3	3925858.195	59562.02	2278611.6275	5787863.66	870306.43	574024.9625	13037495.3	158350.665	646350.9575	41592.01
ID3	38225797.2475	5296073.7675	10750724.5875	59380021.94	27690456.6525	43635190.975	759130160.845	17711315.64	255494747.9825	2614133.39
MDS2	333193.5925	157104.995	40801.235	225232.5175	46904.0575	11155.2725	264431.805	36754.485	330465.0575	155107.705
RPL11	2282698613.1875	202727509.0975	749483799.04	4311939293.59	722257938.57	213007566.9	4528890307.1325	503331146.1775	734349373.07	173535301.08
TCEB3	9571872.23	929225.125	5565709.9975	29976734.2225	6323627.515	2416348.82	28167014.165	2946159.59	5623676.8775	659349.12
RP5-886K2.3	2730496.235	200231.1225	1552696.2125	7551547.2075	2692607.5675	359009.135	6978550.29	515622.035	1264522.8975	198657.29
PITHD1	13571262.0425	1779874.735	7489371.5725	52824672.1025	10958862.895	2769553.5425	60055200.855	5788592.6975	9511112.6225	1628638.41
LYPLA2	16603275.435	1577228.9325	8789937.4975	75367991.4925	6372017.125	2700260.29	27600010.1	4440493.66	5348537.47	1570203.745
GALE	7234578.77	489996.01	4818010.8475	139651190.9475	3825197.9025	1278862.9225	14365668.61	2827054.95	2301972.695	537790.4475
HMGCL	12608024.9225	965762.04	9407032.8675	48481173.13	5543137.7175	1575140.5675	36136589.04	3890336.9	5562501.5425	759175.905
FUCA1	11215161.105	1028456.105	13581937.2125	73998532.73	9217016.2075	1477723.89	38492712.7375	8075119.185	4322511.26	648780
CNR2	81446.2125	1167986.77	138399.22	390931.07	97112.7025	31364.935	288656.9375	81107.1925	100870.705	79000.8625
PNRC2	10400616.335	1309813.6425	7440727.9025	27517435.995	5933314.46	1595151.4225	24090029.4175	2932391.635	5335394.6925	1067888.83
SRSF10	18451658.48	2536016.0075	13162709.97	71759926.8975	10035922.1225	3869087.4525	48654535.655	4600407.375	11443050.78	1689419.4425
MYOM3	166474.12	8845.905	64452.98	3478110.1625	48387.6675	265481.0375	526006.625	44932.585	100692.56	20333.395
IL22RA1	16359963.3375	24617.9675	512395.5575	10632113.495	144363.92	54120.3225	1037276.025	119574.1175	244685.555	48145.53
IFNLR1	2234274.9	237980.32	1467678.335	3622035.87	577867.1475	63942.3775	904232.1325	805385.7325	219941.78	91423.415
GRHL3	0	3271.3125	124662.8525	1060695.995	144799.5675	8191.5725	53254.7425	14008.1925	7700.395	0
STPG1	2332252.905	209517.88	2430326.7225	13154003.0075	2981079.575	577720.4975	6357628.595	490338.7125	724775.9425	138025.565
NIPAL3	7478540.805	685369.41	5127512.555	23483277.835	3998947.2575	1569011.0225	10942834.185	1325265.925	1214602.265	856451.1375
RCAN3	9315502.2475	726795.6125	5876234.9175	35059776.515	12480955.0925	572920.92	7870022.8075	2419605.2775	1587646.1275	1951026.4075
RP4-594I10.3	669219.875	95651.4475	839864.9425	4200695.4325	3042328.345	62672.3325	524065.5775	252551.8775	196914.37	302175.755
NCMAP	6971745.445	31529.0625	7449913.6425	18122270.9975	1212239.4775	109727.1775	1474813.9	160475.965	268645.7075	58247.3375
SRRM1	43201823.3375	7147064.86	28373050.6775	182022782.9375	22367871.3975	10336138.2775	144439105.8625	22571826.32	34675658.97	5486647.6175
CLIC4	19012298.0925	2056831.375	7084281.3475	38960883.5775	11431473.455	16309065.155	192134330.3275	6697456.4425	30286571.65	730518.44
RUNX3	1497591.49	1038670.18	679274.6075	5115476.2825	1160733.1925	254221.105	4989758.325	3621455.1225	1389180.28	2173684.95
SYF2	66259362.0525	6977316.5075	41486700.0575	258197703.9075	24430782.0025	12844874.8625	204747485.11	22935342.14	49876817.315	6063296.3525
C1orf63	32518963.165	5751908.2225	31732861.1425	157663464.43	30599514.71	11276601.885	142948563.2275	17219055.4875	28785554.1275	6693439.03
RP3-465N24.6	246564.1825	11770.845	41117.44	680739.84	48283.5275	24856.1475	290855.0525	35912.02	38329.7075	12815.635
TMEM50A	68492097.755	3746298.375	42224972.1925	334519913.6825	25844229.365	18160213.82	279551245.4475	33991915.5825	60638821.965	6200310.845
RHCE	247518.125	3351.82	49328.005	459445.53	241542.99	9148.37	371067.585	9302.1475	7304.27	6576.275
TMEM57	12648706.97	647076.4525	5576316.815	33264230.42	5612283.59	2239566.055	26691420.5975	1919040.9325	3903199.115	545133.1025
LDLRAP1	7636982.0825	251329.91	3007008.9425	20764247.56	10538583.845	1144391.265	12386831.73	1178183.3075	2333880.77	1569327.7375
RP11-70P17.1	910108.5375	3426.39	39667.0275	816536.1475	336293.205	65692.27	1078908.93	45193.6725	354992.4375	30239.3475
MAN1C1	1254059.33	43803.0725	789419.3175	1614045.6075	3334775.1775	1273571.9525	27277068.33	703038.3425	1834865.1275	173995.91
RP1-187B23.1	164918.0975	11892.6325	133649.5775	278398.58	672516.3	206398.92	2641129.875	222100.0775	284983.1825	237359.2075
SEPN1	19771885.205	227338.35	7678064.1325	30149814.785	7087231.7325	9812248.085	44063109.0525	3625452.4475	6356684.58	497973.6575
MTFR1L	9896193.7925	618553.965	8146369.3475	28521048.1225	6174539.9225	1407281.0875	38933635.905	2667142.845	7838617.625	566933.105
PAQR7	6802894.8225	96742.225	3550739.5425	18372791.06	1977312.8	496914.615	15168237.9575	733147.2275	1261734.9575	130669.9375
STMN1	48415485.835	30672261.86	33966451.785	223705357.505	37701953.01	17909583.8175	134775064.4925	33774395.19	20501097.47	14638564.125
PAFAH2	5320967.75	92861.0075	2844369.7575	17958734.645	1884890.8275	462225.0825	5917724.1825	989989.91	1179714.6175	236670.265
SLC30A2	30218181.3425	24520.775	3384099.6675	1387737.2975	624306.15	96145.2925	609930.29	71334.265	218316.22	21261.155
PDIK1L	4735237.46	129826.455	1910825.5275	9052982.9225	1200707.79	420336.8525	4293394.325	640946.38	807190.6175	209114.415
FAM110D	2078627.12	62771.5025	559246.25	1733847.585	1212795.9025	8663701.0825	1234209.25	239980.6175	535738.0575	51404.625
ZNF593	46034469.8325	1397955.1575	14671695.2625	147461640.4425	12223422.9	4406650.09	71712126.73	7059795.9925	14806887.585	1550667.97
CNKSR1	6725304.2425	70691.5975	5249016.0825	36206028.55	2850548.9075	154967.33	3037905.3875	317330.8775	658864.9	177452.875
CEP85	1495681.5725	140221.145	562739.8775	5374634.805	576878.9325	161433.8325	1918184.765	566118.3125	426164.525	140092.8875
SH3BGRL3	154129885.5875	21883521.3	77953539.0275	1482830122.985	89959215.2275	52143058.2025	740016319.5375	269133948.585	100605568.02	44783165.045
UBXN11	5815564.1525	595476.89	5591322.3625	32162302.7025	4499689.3775	640435.3425	15428255.3125	3772159.27	3185220.655	668894.57
CD52	50350566.0325	57195422.0825	21826981.0725	74879478.685	43331738.72	7937425.0275	106567937.935	81528865.1375	29889087.535	53521133.465
AIM1L	1160773.865	74625.9375	492964.5475	17636918.355	1214806.2575	112911.5775	1450902.9925	214933.2525	303368.685	123724.1275
ZNF683	1581039.5175	50769.1025	609001.59	1373859.3775	580411.1625	144788.55	1569826.6875	289068.2875	423826.845	967592.5675
DHDDS	4318347.995	515478.685	2860145.345	24094624.0425	3661604.375	943762.8425	17683337.62	1988541.4875	3315936.5725	549370.2225
HMGN2	134798952.605	53994164.175	102599451.275	387311140.555	108185952.495	15121397.5375	398210915.7425	74682771.6	97342723.385	20156108.32
RPS6KA1	6735713.5375	1211760.4425	2980676.1	28859946.59	2852029.59	606511.395	5299778.4675	6795233.6475	1641832.9275	1265432.7925
ARID1A	21532914.6225	1367991.185	11060019.395	59775879.1175	9662688.9725	3930401.045	38240601.9775	6178438.7425	11154158.415	1128012.055
PIGV	3253576.375	222612.4175	2816234.3175	13286780.5875	1826801.995	432680.6025	13761406.865	860894.39	1335641.75	187047.6775
ZDHHC18	4912457.795	172954.87	1277696.93	13496127.165	2222660.7725	908549.365	12708618.795	1319556.5225	2043297.8	374524.3675
SFN	6973522.6575	244534.5575	3341325.69	364744168.105	7651639.625	1075929.04	17607107.7875	2158801.8775	3485410.885	582131.7275
GPN2	5646780.3875	775643.125	3890603.3375	20681468.0525	3319698.9875	1136285.435	15120773.375	2030038.1975	3344931.88	538823.5425
GPATCH3	3333029.075	284286.24	1657259.7325	8259196.26	1159174.445	502304.515	6624202.4425	1081358.36	1660607.4125	234535.5825
NUDC	64268538.175	4740421.6075	36507061.375	214557967.57	26056478.85	7700441.44	181817345.5125	14239162.46	37294654.2075	3810382.16
NR0B2	6472328.3725	69755.2525	8826846.8275	28505884.5	3027499.595	146877.96	1648366.2275	287854.315	460937.3425	41605.2
C1orf172	7722623.63	112951.7625	5073964.51	26863517.525	3579241.925	68704.0275	1771630.05	186725.7925	305873.945	88234.935
TRNP1	8134796.335	107171.9125	5135859.7725	89460624.49	3627650.115	336316.6925	6847206.15	487204.03	2547981.8625	154906.535
FAM46B	415025.0275	0	200916.8975	5285975.545	239384.67	20976.04	2214660.23	32309.6325	945834.9275	2025.5975
SLC9A1	3224968.205	140951.77	2083376.9425	40227824.905	2407949.485	1020307.7825	18931216.65	1087117.23	3332353.675	249960.3975
WDTC1	10641333.43	507944.0775	5407290.36	22550462.1675	3719261.51	1262028	16712218.97	1885609.8575	2883270.5175	424684.845
TMEM222	8049923.4	786978.9375	6425736.9725	35601600.74	5763173.21	1565926.945	32909773.6225	2366491.9225	5522393.63	771401.59
SYTL1	13698774.555	2119330.1025	2445958.2525	52812055.4625	8203431.72	433481.93	6624641.4725	1462026.71	1497946.9125	2154416.045
MAP3K6	4819124.26	193297.23	1879553.135	21832632.945	4139833.0875	4744468.82	21122214.4825	1300121.4575	4635922.695	344850.4225
FCN3	1320835.9975	138862.055	499914.015	1560114.69	1775336.92	8012765.8825	1316870.365	315738.94	611444.2775	80938.555
CD164L2	167856.6825	0	23810.7925	3264131.1725	97114.2375	5997.31	315148.1825	5462.365	8755.8425	0
GPR3	0	11985.675	15864.0675	496276.41	146009.6475	322932.9675	528066.02	44512.06	71081.855	11253.735
WASF2	38180667.69	3912846.7625	21812147.4575	139809561.0675	17729050.4075	16203292.5525	195644445.0225	15737272.1425	43249820.43	3438142.0025
RP1-159A19.4	0	0	8111.5325	1008219.35	673577.8725	5991.405	211395.555	30457.14	269623.3825	24252.6725
AHDC1	8918846.41	157210.12	3996399.0725	30122851.785	5262531.2125	2451498.585	24158567.5525	1106212.055	7341511.61	234687.4475
FGR	3076317.5875	485789.195	1115037.4525	5477000.9875	2655185.1125	1568529.1825	6084681.9325	15210455.745	2061539.4675	520485.9975
